name	eu	fj_avg	bc_avg
Izaskun BILBAO BARANDICA	ALDE/ADLE	0.983221	0.991540
Izaskun BILBAO BARANDICA	ECR	0.983221	0.991540
Izaskun BILBAO BARANDICA	Greens/EFA	0.983221	0.991540
Izaskun BILBAO BARANDICA	S&D	0.983221	0.991540
Izaskun BILBAO BARANDICA	EFDD	0.979933	0.989865
Izaskun BILBAO BARANDICA	EPP	0.979933	0.989865
Izaskun BILBAO BARANDICA	GUE-NGL	0.979933	0.989865
Izaskun BILBAO BARANDICA	NI	0.976589	0.988156
Pavel TELIČKA	ALDE/ADLE	0.956376	0.977702
Pavel TELIČKA	ECR	0.956376	0.977702
Pavel TELIČKA	Greens/EFA	0.956376	0.977702
Pavel TELIČKA	NI	0.956376	0.977702
Pavel TELIČKA	S&D	0.956376	0.977702
Pavel TELIČKA	EFDD	0.953177	0.976027
Pavel TELIČKA	EPP	0.953177	0.976027
Pavel TELIČKA	GUE-NGL	0.953177	0.976027
Angelika MLINAR	ALDE/ADLE	0.949664	0.974182
Angelika MLINAR	ECR	0.949664	0.974182
Angelika MLINAR	Greens/EFA	0.949664	0.974182
Angelika MLINAR	NI	0.949664	0.974182
Angelika MLINAR	S&D	0.949664	0.974182
Angelika MLINAR	EFDD	0.946488	0.972509
Angelika MLINAR	EPP	0.946488	0.972509
Angelika MLINAR	GUE-NGL	0.946488	0.972509
Jens GEIER	ALDE/ADLE	0.959732	0.979452
Jens GEIER	ECR	0.959732	0.979452
Jens GEIER	Greens/EFA	0.959732	0.979452
Jens GEIER	NI	0.959732	0.979452
Jens GEIER	S&D	0.959732	0.979452
Jens GEIER	EFDD	0.956522	0.977778
Jens GEIER	EPP	0.956522	0.977778
Jens GEIER	GUE-NGL	0.956522	0.977778
Philippe DE BACKER	ALDE/ADLE	0.919463	0.958042
Philippe DE BACKER	ECR	0.919463	0.958042
Philippe DE BACKER	Greens/EFA	0.919463	0.958042
Philippe DE BACKER	NI	0.919463	0.958042
Philippe DE BACKER	S&D	0.919463	0.958042
Philippe DE BACKER	EFDD	0.916388	0.956370
Philippe DE BACKER	EPP	0.916388	0.956370
Philippe DE BACKER	GUE-NGL	0.916388	0.956370
Dominique RIQUET	ALDE/ADLE	0.969799	0.984668
Dominique RIQUET	ECR	0.969799	0.984668
Dominique RIQUET	Greens/EFA	0.969799	0.984668
Dominique RIQUET	NI	0.969799	0.984668
Dominique RIQUET	S&D	0.969799	0.984668
Dominique RIQUET	EFDD	0.966555	0.982993
Dominique RIQUET	EPP	0.966555	0.982993
Dominique RIQUET	GUE-NGL	0.966555	0.982993
Matthijs van MILTENBURG	ALDE/ADLE	0.936242	0.967071
Matthijs van MILTENBURG	ECR	0.936242	0.967071
Matthijs van MILTENBURG	Greens/EFA	0.936242	0.967071
Matthijs van MILTENBURG	NI	0.936242	0.967071
Matthijs van MILTENBURG	S&D	0.936242	0.967071
Matthijs van MILTENBURG	EFDD	0.933110	0.965398
Matthijs van MILTENBURG	EPP	0.933110	0.965398
Matthijs van MILTENBURG	GUE-NGL	0.933110	0.965398
Danuta Maria HÜBNER	ALDE/ADLE	0.895973	0.945133
Danuta Maria HÜBNER	ECR	0.895973	0.945133
Danuta Maria HÜBNER	Greens/EFA	0.895973	0.945133
Danuta Maria HÜBNER	NI	0.895973	0.945133
Danuta Maria HÜBNER	S&D	0.895973	0.945133
Danuta Maria HÜBNER	EFDD	0.892977	0.943463
Danuta Maria HÜBNER	EPP	0.892977	0.943463
Danuta Maria HÜBNER	GUE-NGL	0.892977	0.943463
Alessia Maria MOSCA	ALDE/ADLE	0.926174	0.961672
Alessia Maria MOSCA	ECR	0.926174	0.961672
Alessia Maria MOSCA	Greens/EFA	0.926174	0.961672
Alessia Maria MOSCA	NI	0.926174	0.961672
Alessia Maria MOSCA	S&D	0.926174	0.961672
Alessia Maria MOSCA	EFDD	0.923077	0.960000
Alessia Maria MOSCA	EPP	0.923077	0.960000
Alessia Maria MOSCA	GUE-NGL	0.923077	0.960000
Pablo IGLESIAS	ALDE/ADLE	0.963087	0.981197
Pablo IGLESIAS	ECR	0.963087	0.981197
Pablo IGLESIAS	Greens/EFA	0.963087	0.981197
Pablo IGLESIAS	S&D	0.963087	0.981197
Pablo IGLESIAS	EFDD	0.959866	0.979522
Pablo IGLESIAS	EPP	0.959866	0.979522
Pablo IGLESIAS	GUE-NGL	0.959866	0.979522
Pablo IGLESIAS	NI	0.956522	0.977778
Eleonora FORENZA	ALDE/ADLE	0.812081	0.896296
Eleonora FORENZA	Greens/EFA	0.812081	0.896296
Eleonora FORENZA	S&D	0.812081	0.896296
Eleonora FORENZA	EFDD	0.809365	0.894640
Eleonora FORENZA	EPP	0.809365	0.894640
Eleonora FORENZA	GUE-NGL	0.809365	0.894640
Eleonora FORENZA	ECR	0.806020	0.892593
Eleonora FORENZA	NI	0.806020	0.892593
Gabriele ZIMMER	ALDE/ADLE	0.885906	0.939502
Gabriele ZIMMER	ECR	0.885906	0.939502
Gabriele ZIMMER	Greens/EFA	0.885906	0.939502
Gabriele ZIMMER	S&D	0.885906	0.939502
Gabriele ZIMMER	EFDD	0.882943	0.937833
Gabriele ZIMMER	EPP	0.882943	0.937833
Gabriele ZIMMER	GUE-NGL	0.882943	0.937833
Gabriele ZIMMER	NI	0.879599	0.935943
Dimitrios PAPADIMOULIS	ALDE/ADLE	0.949664	0.974182
Dimitrios PAPADIMOULIS	ECR	0.949664	0.974182
Dimitrios PAPADIMOULIS	Greens/EFA	0.949664	0.974182
Dimitrios PAPADIMOULIS	S&D	0.949664	0.974182
Dimitrios PAPADIMOULIS	EFDD	0.946488	0.972509
Dimitrios PAPADIMOULIS	EPP	0.946488	0.972509
Dimitrios PAPADIMOULIS	GUE-NGL	0.946488	0.972509
Dimitrios PAPADIMOULIS	NI	0.943144	0.970740
Ernest URTASUN	ALDE/ADLE	0.983221	0.991540
Ernest URTASUN	Greens/EFA	0.983221	0.991540
Ernest URTASUN	S&D	0.983221	0.991540
Ernest URTASUN	EFDD	0.979933	0.989865
Ernest URTASUN	EPP	0.979933	0.989865
Ernest URTASUN	GUE-NGL	0.979933	0.989865
Ernest URTASUN	ECR	0.976589	0.988156
Ernest URTASUN	NI	0.976589	0.988156
Marisa MATIAS	ALDE/ADLE	0.902685	0.948854
Marisa MATIAS	Greens/EFA	0.902685	0.948854
Marisa MATIAS	S&D	0.902685	0.948854
Marisa MATIAS	EFDD	0.899666	0.947183
Marisa MATIAS	EPP	0.899666	0.947183
Marisa MATIAS	GUE-NGL	0.899666	0.947183
Marisa MATIAS	ECR	0.896321	0.945326
Marisa MATIAS	NI	0.896321	0.945326
Miguel URBÁN CRESPO	ALDE/ADLE	0.969799	0.984668
Miguel URBÁN CRESPO	Greens/EFA	0.969799	0.984668
Miguel URBÁN CRESPO	S&D	0.969799	0.984668
Miguel URBÁN CRESPO	EFDD	0.966555	0.982993
Miguel URBÁN CRESPO	EPP	0.966555	0.982993
Miguel URBÁN CRESPO	GUE-NGL	0.966555	0.982993
Miguel URBÁN CRESPO	ECR	0.963211	0.981261
Miguel URBÁN CRESPO	NI	0.963211	0.981261
Marie-Christine VERGIAT	ALDE/ADLE	0.963087	0.981197
Marie-Christine VERGIAT	ECR	0.963087	0.981197
Marie-Christine VERGIAT	Greens/EFA	0.963087	0.981197
Marie-Christine VERGIAT	S&D	0.963087	0.981197
Marie-Christine VERGIAT	EFDD	0.959866	0.979522
Marie-Christine VERGIAT	EPP	0.959866	0.979522
Marie-Christine VERGIAT	GUE-NGL	0.959866	0.979522
Marie-Christine VERGIAT	NI	0.956522	0.977778
Jean-Luc MÉLENCHON	EFDD	0.839465	0.912727
Jean-Luc MÉLENCHON	EPP	0.839465	0.912727
Jean-Luc MÉLENCHON	GUE-NGL	0.839465	0.912727
Jean-Luc MÉLENCHON	ALDE/ADLE	0.836120	0.910747
Jean-Luc MÉLENCHON	ECR	0.836120	0.910747
Jean-Luc MÉLENCHON	Greens/EFA	0.836120	0.910747
Jean-Luc MÉLENCHON	NI	0.836120	0.910747
Jean-Luc MÉLENCHON	S&D	0.836120	0.910747
Fabio Massimo CASTALDO	ALDE/ADLE	0.953020	0.975945
Fabio Massimo CASTALDO	Greens/EFA	0.953020	0.975945
Fabio Massimo CASTALDO	S&D	0.953020	0.975945
Fabio Massimo CASTALDO	EFDD	0.949833	0.974271
Fabio Massimo CASTALDO	EPP	0.949833	0.974271
Fabio Massimo CASTALDO	GUE-NGL	0.949833	0.974271
Fabio Massimo CASTALDO	ECR	0.946488	0.972509
Fabio Massimo CASTALDO	NI	0.946488	0.972509
Lola SÁNCHEZ CALDENTEY	ALDE/ADLE	0.973154	0.986395
Lola SÁNCHEZ CALDENTEY	Greens/EFA	0.973154	0.986395
Lola SÁNCHEZ CALDENTEY	S&D	0.973154	0.986395
Lola SÁNCHEZ CALDENTEY	EFDD	0.969900	0.984720
Lola SÁNCHEZ CALDENTEY	EPP	0.969900	0.984720
Lola SÁNCHEZ CALDENTEY	GUE-NGL	0.969900	0.984720
Lola SÁNCHEZ CALDENTEY	ECR	0.966555	0.982993
Lola SÁNCHEZ CALDENTEY	NI	0.966555	0.982993
Luke Ming FLANAGAN	ALDE/ADLE	0.916107	0.956217
Luke Ming FLANAGAN	ECR	0.916107	0.956217
Luke Ming FLANAGAN	Greens/EFA	0.916107	0.956217
Luke Ming FLANAGAN	S&D	0.916107	0.956217
Luke Ming FLANAGAN	EFDD	0.913043	0.954545
Luke Ming FLANAGAN	EPP	0.913043	0.954545
Luke Ming FLANAGAN	GUE-NGL	0.913043	0.954545
Luke Ming FLANAGAN	NI	0.909699	0.952715
Javier COUSO PERMUY	ALDE/ADLE	0.963087	0.981197
Javier COUSO PERMUY	ECR	0.963087	0.981197
Javier COUSO PERMUY	Greens/EFA	0.963087	0.981197
Javier COUSO PERMUY	S&D	0.963087	0.981197
Javier COUSO PERMUY	EFDD	0.959866	0.979522
Javier COUSO PERMUY	EPP	0.959866	0.979522
Javier COUSO PERMUY	GUE-NGL	0.959866	0.979522
Javier COUSO PERMUY	NI	0.956522	0.977778
Anne-Marie MINEUR	ALDE/ADLE	0.983221	0.991540
Anne-Marie MINEUR	ECR	0.983221	0.991540
Anne-Marie MINEUR	Greens/EFA	0.983221	0.991540
Anne-Marie MINEUR	S&D	0.983221	0.991540
Anne-Marie MINEUR	EFDD	0.979933	0.989865
Anne-Marie MINEUR	EPP	0.979933	0.989865
Anne-Marie MINEUR	GUE-NGL	0.979933	0.989865
Anne-Marie MINEUR	NI	0.976589	0.988156
Nessa CHILDERS	ALDE/ADLE	0.989933	0.994941
Nessa CHILDERS	ECR	0.989933	0.994941
Nessa CHILDERS	Greens/EFA	0.989933	0.994941
Nessa CHILDERS	S&D	0.989933	0.994941
Nessa CHILDERS	EFDD	0.986622	0.993266
Nessa CHILDERS	EPP	0.986622	0.993266
Nessa CHILDERS	GUE-NGL	0.986622	0.993266
Nessa CHILDERS	NI	0.983278	0.991568
Guillaume BALAS	ALDE/ADLE	0.963087	0.981197
Guillaume BALAS	ECR	0.963087	0.981197
Guillaume BALAS	Greens/EFA	0.963087	0.981197
Guillaume BALAS	S&D	0.963087	0.981197
Guillaume BALAS	EFDD	0.959866	0.979522
Guillaume BALAS	EPP	0.959866	0.979522
Guillaume BALAS	GUE-NGL	0.959866	0.979522
Guillaume BALAS	NI	0.956522	0.977778
Steven WOOLFE	NI	0.630872	0.773663
Steven WOOLFE	EFDD	0.628763	0.772074
Steven WOOLFE	EPP	0.628763	0.772074
Steven WOOLFE	GUE-NGL	0.628763	0.772074
Steven WOOLFE	ALDE/ADLE	0.625418	0.769547
Steven WOOLFE	ECR	0.625418	0.769547
Steven WOOLFE	Greens/EFA	0.625418	0.769547
Steven WOOLFE	S&D	0.625418	0.769547
Margot PARKER	ALDE/ADLE	0.221477	0.362637
Margot PARKER	ECR	0.221477	0.362637
Margot PARKER	Greens/EFA	0.221477	0.362637
Margot PARKER	NI	0.221477	0.362637
Margot PARKER	S&D	0.221477	0.362637
Margot PARKER	EFDD	0.220736	0.361644
Margot PARKER	EPP	0.220736	0.361644
Margot PARKER	GUE-NGL	0.220736	0.361644
Nathan GILL	ALDE/ADLE	0.963087	0.981197
Nathan GILL	ECR	0.963087	0.981197
Nathan GILL	Greens/EFA	0.963087	0.981197
Nathan GILL	NI	0.963087	0.981197
Nathan GILL	S&D	0.963087	0.981197
Nathan GILL	EFDD	0.959866	0.979522
Nathan GILL	EPP	0.959866	0.979522
Nathan GILL	GUE-NGL	0.959866	0.979522
Paul NUTTALL	ALDE/ADLE	0.057047	0.107937
Paul NUTTALL	ECR	0.057047	0.107937
Paul NUTTALL	Greens/EFA	0.057047	0.107937
Paul NUTTALL	NI	0.057047	0.107937
Paul NUTTALL	S&D	0.057047	0.107937
Paul NUTTALL	EFDD	0.056856	0.107595
Paul NUTTALL	EPP	0.056856	0.107595
Paul NUTTALL	GUE-NGL	0.056856	0.107595
Patrick O'FLYNN	ECR	0.335570	0.502513
Patrick O'FLYNN	NI	0.335570	0.502513
Patrick O'FLYNN	EFDD	0.334448	0.501253
Patrick O'FLYNN	EPP	0.334448	0.501253
Patrick O'FLYNN	GUE-NGL	0.334448	0.501253
Patrick O'FLYNN	ALDE/ADLE	0.331104	0.497487
Patrick O'FLYNN	Greens/EFA	0.331104	0.497487
Patrick O'FLYNN	S&D	0.331104	0.497487
Olaf STUGER	ALDE/ADLE	0.479866	0.648526
Olaf STUGER	ECR	0.479866	0.648526
Olaf STUGER	Greens/EFA	0.479866	0.648526
Olaf STUGER	NI	0.479866	0.648526
Olaf STUGER	S&D	0.479866	0.648526
Olaf STUGER	EFDD	0.478261	0.647059
Olaf STUGER	EPP	0.478261	0.647059
Olaf STUGER	GUE-NGL	0.478261	0.647059
Gerard BATTEN	ALDE/ADLE	0.036913	0.071197
Gerard BATTEN	ECR	0.036913	0.071197
Gerard BATTEN	Greens/EFA	0.036913	0.071197
Gerard BATTEN	NI	0.036913	0.071197
Gerard BATTEN	S&D	0.036913	0.071197
Gerard BATTEN	EFDD	0.036789	0.070968
Gerard BATTEN	EPP	0.036789	0.070968
Gerard BATTEN	GUE-NGL	0.036789	0.070968
Bill ETHERIDGE	ALDE/ADLE	0.023490	0.045902
Bill ETHERIDGE	ECR	0.023490	0.045902
Bill ETHERIDGE	Greens/EFA	0.023490	0.045902
Bill ETHERIDGE	NI	0.023490	0.045902
Bill ETHERIDGE	S&D	0.023490	0.045902
Bill ETHERIDGE	EFDD	0.023411	0.045752
Bill ETHERIDGE	EPP	0.023411	0.045752
Bill ETHERIDGE	GUE-NGL	0.023411	0.045752
Nigel FARAGE	NI	0.949664	0.974182
Nigel FARAGE	EFDD	0.946488	0.972509
Nigel FARAGE	EPP	0.946488	0.972509
Nigel FARAGE	GUE-NGL	0.946488	0.972509
Nigel FARAGE	ALDE/ADLE	0.943144	0.970740
Nigel FARAGE	ECR	0.943144	0.970740
Nigel FARAGE	Greens/EFA	0.943144	0.970740
Nigel FARAGE	S&D	0.943144	0.970740
Marco ZANNI	NI	0.637584	0.778689
Marco ZANNI	EFDD	0.635452	0.777096
Marco ZANNI	EPP	0.635452	0.777096
Marco ZANNI	GUE-NGL	0.635452	0.777096
Marco ZANNI	ALDE/ADLE	0.632107	0.774590
Marco ZANNI	ECR	0.632107	0.774590
Marco ZANNI	Greens/EFA	0.632107	0.774590
Marco ZANNI	S&D	0.632107	0.774590
David COBURN	ECR	0.946309	0.972414
David COBURN	NI	0.946309	0.972414
David COBURN	EFDD	0.943144	0.970740
David COBURN	EPP	0.943144	0.970740
David COBURN	GUE-NGL	0.943144	0.970740
David COBURN	ALDE/ADLE	0.939799	0.968966
David COBURN	Greens/EFA	0.939799	0.968966
David COBURN	S&D	0.939799	0.968966
David CAMPBELL BANNERMAN	ECR	0.956376	0.977702
David CAMPBELL BANNERMAN	NI	0.956376	0.977702
David CAMPBELL BANNERMAN	EFDD	0.953177	0.976027
David CAMPBELL BANNERMAN	EPP	0.953177	0.976027
David CAMPBELL BANNERMAN	GUE-NGL	0.953177	0.976027
David CAMPBELL BANNERMAN	ALDE/ADLE	0.949833	0.974271
David CAMPBELL BANNERMAN	Greens/EFA	0.949833	0.974271
David CAMPBELL BANNERMAN	S&D	0.949833	0.974271
Tim AKER	ALDE/ADLE	0.053691	0.101911
Tim AKER	ECR	0.053691	0.101911
Tim AKER	Greens/EFA	0.053691	0.101911
Tim AKER	NI	0.053691	0.101911
Tim AKER	S&D	0.053691	0.101911
Tim AKER	EFDD	0.053512	0.101587
Tim AKER	EPP	0.053512	0.101587
Tim AKER	GUE-NGL	0.053512	0.101587
Roger HELMER	NI	0.909396	0.952548
Roger HELMER	EFDD	0.906355	0.950877
Roger HELMER	EPP	0.906355	0.950877
Roger HELMER	GUE-NGL	0.906355	0.950877
Roger HELMER	ALDE/ADLE	0.903010	0.949033
Roger HELMER	ECR	0.903010	0.949033
Roger HELMER	Greens/EFA	0.903010	0.949033
Roger HELMER	S&D	0.903010	0.949033
Anneliese DODDS	ALDE/ADLE	0.932886	0.965278
Anneliese DODDS	ECR	0.932886	0.965278
Anneliese DODDS	Greens/EFA	0.932886	0.965278
Anneliese DODDS	NI	0.932886	0.965278
Anneliese DODDS	S&D	0.932886	0.965278
Anneliese DODDS	EFDD	0.929766	0.963605
Anneliese DODDS	EPP	0.929766	0.963605
Anneliese DODDS	GUE-NGL	0.929766	0.963605
James CARVER	ALDE/ADLE	0.382550	0.553398
James CARVER	ECR	0.382550	0.553398
James CARVER	Greens/EFA	0.382550	0.553398
James CARVER	NI	0.382550	0.553398
James CARVER	S&D	0.382550	0.553398
James CARVER	EFDD	0.381271	0.552058
James CARVER	EPP	0.381271	0.552058
James CARVER	GUE-NGL	0.381271	0.552058
Nicolas BAY	ECR	0.298658	0.459948
Nicolas BAY	NI	0.298658	0.459948
Nicolas BAY	EFDD	0.297659	0.458763
Nicolas BAY	EPP	0.297659	0.458763
Nicolas BAY	GUE-NGL	0.297659	0.458763
Nicolas BAY	ALDE/ADLE	0.294314	0.454780
Nicolas BAY	Greens/EFA	0.294314	0.454780
Nicolas BAY	S&D	0.294314	0.454780
Louis ALIOT	NI	0.902685	0.948854
Louis ALIOT	EFDD	0.899666	0.947183
Louis ALIOT	EPP	0.899666	0.947183
Louis ALIOT	GUE-NGL	0.899666	0.947183
Louis ALIOT	ALDE/ADLE	0.896321	0.945326
Louis ALIOT	ECR	0.896321	0.945326
Louis ALIOT	Greens/EFA	0.896321	0.945326
Louis ALIOT	S&D	0.896321	0.945326
Marie-Christine ARNAUTU	ECR	0.503356	0.669643
Marie-Christine ARNAUTU	NI	0.503356	0.669643
Marie-Christine ARNAUTU	EFDD	0.501672	0.668151
Marie-Christine ARNAUTU	EPP	0.501672	0.668151
Marie-Christine ARNAUTU	GUE-NGL	0.501672	0.668151
Marie-Christine ARNAUTU	ALDE/ADLE	0.498328	0.665179
Marie-Christine ARNAUTU	Greens/EFA	0.498328	0.665179
Marie-Christine ARNAUTU	S&D	0.498328	0.665179
Mylène TROSZCZYNSKI	ECR	0.298658	0.459948
Mylène TROSZCZYNSKI	NI	0.298658	0.459948
Mylène TROSZCZYNSKI	EFDD	0.297659	0.458763
Mylène TROSZCZYNSKI	EPP	0.297659	0.458763
Mylène TROSZCZYNSKI	GUE-NGL	0.297659	0.458763
Mylène TROSZCZYNSKI	ALDE/ADLE	0.294314	0.454780
Mylène TROSZCZYNSKI	Greens/EFA	0.294314	0.454780
Mylène TROSZCZYNSKI	S&D	0.294314	0.454780
Marine LE PEN	ECR	0.510067	0.675556
Marine LE PEN	NI	0.510067	0.675556
Marine LE PEN	EFDD	0.508361	0.674058
Marine LE PEN	EPP	0.508361	0.674058
Marine LE PEN	GUE-NGL	0.508361	0.674058
Marine LE PEN	ALDE/ADLE	0.505017	0.671111
Marine LE PEN	Greens/EFA	0.505017	0.671111
Marine LE PEN	S&D	0.505017	0.671111
Florian PHILIPPOT	ECR	0.352349	0.521092
Florian PHILIPPOT	NI	0.352349	0.521092
Florian PHILIPPOT	EFDD	0.351171	0.519802
Florian PHILIPPOT	EPP	0.351171	0.519802
Florian PHILIPPOT	GUE-NGL	0.351171	0.519802
Florian PHILIPPOT	ALDE/ADLE	0.347826	0.516129
Florian PHILIPPOT	Greens/EFA	0.347826	0.516129
Florian PHILIPPOT	S&D	0.347826	0.516129
Bruno GOLLNISCH	ECR	0.275168	0.431579
Bruno GOLLNISCH	NI	0.275168	0.431579
Bruno GOLLNISCH	EFDD	0.274247	0.430446
Bruno GOLLNISCH	EPP	0.274247	0.430446
Bruno GOLLNISCH	GUE-NGL	0.274247	0.430446
Bruno GOLLNISCH	ALDE/ADLE	0.270903	0.426316
Bruno GOLLNISCH	Greens/EFA	0.270903	0.426316
Bruno GOLLNISCH	S&D	0.270903	0.426316
Aymeric CHAUPRADE	ECR	0.469799	0.639269
Aymeric CHAUPRADE	NI	0.469799	0.639269
Aymeric CHAUPRADE	EFDD	0.468227	0.637813
Aymeric CHAUPRADE	EPP	0.468227	0.637813
Aymeric CHAUPRADE	GUE-NGL	0.468227	0.637813
Aymeric CHAUPRADE	ALDE/ADLE	0.464883	0.634703
Aymeric CHAUPRADE	Greens/EFA	0.464883	0.634703
Aymeric CHAUPRADE	S&D	0.464883	0.634703
Jonathan ARNOTT	ALDE/ADLE	0.010067	0.019934
Jonathan ARNOTT	ECR	0.010067	0.019934
Jonathan ARNOTT	Greens/EFA	0.010067	0.019934
Jonathan ARNOTT	NI	0.010067	0.019934
Jonathan ARNOTT	S&D	0.010067	0.019934
Jonathan ARNOTT	EFDD	0.010033	0.019868
Jonathan ARNOTT	EPP	0.010033	0.019868
Jonathan ARNOTT	GUE-NGL	0.010033	0.019868
Jill SEYMOUR	ALDE/ADLE	0.476510	0.645455
Jill SEYMOUR	ECR	0.476510	0.645455
Jill SEYMOUR	Greens/EFA	0.476510	0.645455
Jill SEYMOUR	NI	0.476510	0.645455
Jill SEYMOUR	S&D	0.476510	0.645455
Jill SEYMOUR	EFDD	0.474916	0.643991
Jill SEYMOUR	EPP	0.474916	0.643991
Jill SEYMOUR	GUE-NGL	0.474916	0.643991
Ian DUNCAN	ALDE/ADLE	0.946309	0.972414
Ian DUNCAN	ECR	0.946309	0.972414
Ian DUNCAN	Greens/EFA	0.946309	0.972414
Ian DUNCAN	NI	0.946309	0.972414
Ian DUNCAN	S&D	0.946309	0.972414
Ian DUNCAN	EFDD	0.943144	0.970740
Ian DUNCAN	EPP	0.943144	0.970740
Ian DUNCAN	GUE-NGL	0.943144	0.970740
Dario TAMBURRANO	ALDE/ADLE	0.973154	0.986395
Dario TAMBURRANO	Greens/EFA	0.973154	0.986395
Dario TAMBURRANO	NI	0.973154	0.986395
Dario TAMBURRANO	S&D	0.973154	0.986395
Dario TAMBURRANO	EFDD	0.969900	0.984720
Dario TAMBURRANO	EPP	0.969900	0.984720
Dario TAMBURRANO	GUE-NGL	0.969900	0.984720
Dario TAMBURRANO	ECR	0.966555	0.982993
Ignazio CORRAO	ALDE/ADLE	0.983221	0.991540
Ignazio CORRAO	Greens/EFA	0.983221	0.991540
Ignazio CORRAO	S&D	0.983221	0.991540
Ignazio CORRAO	EFDD	0.979933	0.989865
Ignazio CORRAO	EPP	0.979933	0.989865
Ignazio CORRAO	GUE-NGL	0.979933	0.989865
Ignazio CORRAO	ECR	0.976589	0.988156
Ignazio CORRAO	NI	0.976589	0.988156
Marco AFFRONTE	ALDE/ADLE	0.953020	0.975945
Marco AFFRONTE	Greens/EFA	0.953020	0.975945
Marco AFFRONTE	NI	0.953020	0.975945
Marco AFFRONTE	S&D	0.953020	0.975945
Marco AFFRONTE	EFDD	0.949833	0.974271
Marco AFFRONTE	EPP	0.949833	0.974271
Marco AFFRONTE	GUE-NGL	0.949833	0.974271
Marco AFFRONTE	ECR	0.946488	0.972509
Daniela AIUTO	ALDE/ADLE	0.922819	0.959860
Daniela AIUTO	Greens/EFA	0.922819	0.959860
Daniela AIUTO	NI	0.922819	0.959860
Daniela AIUTO	S&D	0.922819	0.959860
Daniela AIUTO	EFDD	0.919732	0.958188
Daniela AIUTO	EPP	0.919732	0.958188
Daniela AIUTO	GUE-NGL	0.919732	0.958188
Daniela AIUTO	ECR	0.916388	0.956370
David BORRELLI	ALDE/ADLE	0.902685	0.948854
David BORRELLI	Greens/EFA	0.902685	0.948854
David BORRELLI	NI	0.902685	0.948854
David BORRELLI	S&D	0.902685	0.948854
David BORRELLI	EFDD	0.899666	0.947183
David BORRELLI	EPP	0.899666	0.947183
David BORRELLI	GUE-NGL	0.899666	0.947183
